topic,regression_label_binary,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Solar energy,0,0.197,0.186,0.361,0.167,0.197,0.167,0.245,0.19,0.408,104,140,244,200-250
Solar energy,0,0.24,0.169,0.453,0.276,0.297,0.276,0.133,0.144,0.2,138,143,281,250-300
Stem cell research,1,0.286,0.219,0.486,0.244,0.183,0.439,0.16,0.124,0.24,141,146,287,250-300
Stem cell research,1,0.222,0.167,0.556,0.095,0.118,0.095,0.41,0.308,0.795,129,138,267,250-300
Stem cell research,1,0.242,0.183,0.462,0.116,0.176,0.145,0.211,0.175,0.456,138,204,342,300-400
Stem cell research,1,0.254,0.197,0.479,0.136,0.158,0.136,0.127,0.106,0.254,118,162,280,250-300
Stem cell research,1,0.333,0.267,0.6,0.226,0.185,0.355,0.327,0.313,0.531,111,88,199,100-200
Stem cell research,1,0.28,0.172,0.559,0.231,0.225,0.423,0.194,0.129,0.419,184,162,346,300-400
Stem cell research,1,0.232,0.155,0.464,0.054,0.099,0.054,0.215,0.205,0.4,141,150,291,250-300
Stem cell research,0,0.286,0.21,0.514,0.16,0.181,0.24,0.34,0.264,0.604,129,131,260,250-300
Stem cell research,0,0.182,0.227,0.227,0.078,0.184,0.078,0.167,0.167,0.208,87,110,197,100-200
Stem cell research,0,0.178,0.104,0.267,0.14,0.119,0.233,0.195,0.163,0.293,73,79,152,100-200
Stem cell research,1,0.254,0.18,0.508,0.227,0.175,0.364,0.118,0.092,0.196,141,129,270,250-300
Stem cell research,0,0.19,0.143,0.31,0.082,0.075,0.163,0.079,0.061,0.211,141,210,351,300-400
Stem cell research,1,0.171,0.132,0.408,0.14,0.17,0.246,0.316,0.263,0.579,146,162,308,300-400
Stem cell research,1,0.216,0.234,0.378,0.216,0.202,0.324,0.219,0.228,0.301,141,162,303,300-400
Stem cell research,1,0.212,0.222,0.424,0.056,0.083,0.056,0.312,0.286,0.519,129,141,270,250-300
Stem cell research,1,0.342,0.202,0.632,0.222,0.211,0.286,0.308,0.195,0.677,98,210,308,300-400
Stem cell research,0,0.204,0.122,0.122,0.057,0.157,0.114,0.128,0.128,0.128,103,109,212,200-250
Stem cell research,1,0.125,0.104,0.25,0.157,0.167,0.235,0.182,0.158,0.327,87,188,275,250-300
Stem cell research,1,0.415,0.309,0.756,0.316,0.327,0.474,0.254,0.19,0.508,126,210,336,300-400
Stem cell research,0,0.241,0.172,0.483,0.121,0.136,0.152,0.133,0.148,0.267,103,128,231,200-250
Stem cell research,1,0.2,0.219,0.429,0.345,0.314,0.517,0.265,0.235,0.529,117,144,261,250-300
Stem cell research,1,0.233,0.133,0.433,0.172,0.178,0.241,0.231,0.141,0.462,105,133,238,200-250
Stem cell research,0,0.226,0.176,0.377,0.121,0.14,0.121,0.204,0.15,0.367,97,117,214,200-250
Stem cell research,0,0.115,0.1,0.23,0.186,0.155,0.279,0.095,0.063,0.159,141,184,325,300-400
Stem cell research,1,0.182,0.141,0.364,0.115,0.167,0.154,0.23,0.186,0.361,118,188,306,300-400
Stem cell research,0,0.246,0.205,0.338,0.192,0.258,0.231,0.295,0.197,0.492,146,174,320,300-400
Stem cell research,1,0.404,0.301,0.923,0.127,0.151,0.095,0.319,0.222,0.638,196,210,406,400-500
Stem cell research,0,0.182,0.121,0.182,0.254,0.267,0.476,0.2,0.2,0.133,53,80,133,100-200
Stem cell research,0,0.185,0.173,0.37,0.092,0.104,0.123,0.164,0.153,0.295,97,129,226,200-250
Stem cell research,1,0.156,0.104,0.333,0.163,0.2,0.163,0.231,0.167,0.538,117,183,300,250-300
Stem cell research,1,0.306,0.213,0.611,0.242,0.235,0.364,0.338,0.236,0.615,126,162,288,250-300
Stem cell research,1,0.321,0.274,0.75,0.273,0.211,0.273,0.485,0.354,0.909,110,129,239,200-250
Stem cell research,1,0.258,0.172,0.516,0.304,0.266,0.478,0.259,0.148,0.444,118,117,235,200-250
Stem cell research,1,0.324,0.245,0.559,0.254,0.203,0.444,0.3,0.211,0.567,118,134,252,250-300
Stem cell research,0,0.128,0.085,0.128,0.121,0.212,0.121,0.089,0.089,0.089,58,149,207,200-250
Stem cell research,0,0.323,0.29,0.516,0.107,0.166,0.143,0.245,0.231,0.408,110,131,241,200-250
Stem cell research,1,0.3,0.267,0.533,0.192,0.184,0.269,0.244,0.179,0.439,129,117,246,200-250
Stem cell research,1,0.301,0.247,0.438,0.235,0.271,0.353,0.237,0.215,0.339,150,131,281,250-300
Stem cell research,0,0.139,0.12,0.194,0.245,0.256,0.327,0.174,0.145,0.261,133,136,269,250-300
Stem cell research,0,0.216,0.189,0.432,0.094,0.126,0.125,0.185,0.133,0.246,138,136,274,250-300
Stem cell research,1,0.189,0.182,0.358,0.419,0.321,0.791,0.147,0.157,0.235,188,204,392,300-400
Stem cell research,1,0.224,0.224,0.313,0.29,0.275,0.406,0.246,0.18,0.311,111,146,257,250-300
Stem cell research,0,0.159,0.129,0.295,0.13,0.1,0.217,0.114,0.095,0.143,131,210,341,300-400
Stem cell research,1,0.296,0.185,0.556,0.164,0.175,0.274,0.298,0.184,0.638,105,126,231,200-250
Stem cell research,1,0.211,0.175,0.368,0.275,0.235,0.431,0.161,0.172,0.323,117,188,305,300-400
Stem cell research,0,0.298,0.27,0.383,0.263,0.228,0.368,0.333,0.302,0.429,74,129,203,200-250
Stem cell research,1,0.258,0.194,0.452,0.245,0.285,0.367,0.333,0.202,0.606,111,146,257,250-300
Stem cell research,1,0.25,0.201,0.397,0.286,0.263,0.429,0.25,0.167,0.357,117,146,263,250-300
Stem cell research,1,0.254,0.212,0.349,0.263,0.286,0.447,0.214,0.143,0.25,111,126,237,200-250
Stem cell research,0,0.143,0.119,0.214,0.383,0.379,0.468,0.176,0.137,0.294,98,140,238,200-250
Stem cell research,0,0.111,0.093,0.167,0.368,0.336,0.579,0.131,0.109,0.197,97,210,307,300-400
Stem cell research,0,0.243,0.189,0.486,0.2,0.199,0.3,0.277,0.215,0.523,146,131,277,250-300
Stem cell research,1,0.229,0.257,0.543,0.182,0.182,0.255,0.303,0.192,0.576,117,133,250,200-250
Stem cell research,1,0.208,0.199,0.39,0.372,0.352,0.419,0.19,0.159,0.286,111,204,315,300-400
Stem cell research,1,0.256,0.179,0.564,0.278,0.255,0.389,0.162,0.135,0.351,141,188,329,300-400
Stem cell research,0,0.195,0.171,0.415,0.375,0.335,0.562,0.164,0.128,0.274,117,210,327,300-400
Stem cell research,1,0.598,0.399,1.215,0.246,0.262,0.421,0.31,0.216,0.704,184,196,380,300-400
Stem cell research,1,0.388,0.272,0.816,0.157,0.174,0.314,0.237,0.226,0.407,188,183,371,300-400
Stem cell research,1,0.281,0.198,0.344,0.105,0.148,0.14,0.148,0.222,0.148,129,144,273,250-300
Stem cell research,1,0.32,0.231,0.747,0.14,0.182,0.175,0.295,0.262,0.59,111,188,299,250-300
Stem cell research,1,0.344,0.24,0.625,0.314,0.292,0.629,0.344,0.26,0.656,117,126,243,200-250
Stem cell research,1,0.54,0.392,0.984,0.226,0.219,0.226,0.462,0.333,0.846,118,126,244,200-250
Stem cell research,0,0.348,0.261,0.493,0.214,0.194,0.286,0.379,0.31,0.552,117,131,248,200-250
Stem cell research,1,0.189,0.126,0.226,0.119,0.136,0.09,0.128,0.142,0.255,111,105,216,200-250
Stem cell research,1,0.244,0.156,0.511,0.157,0.193,0.235,0.269,0.179,0.538,118,183,301,300-400
Stem cell research,0,0.125,0.167,0.167,0.267,0.218,0.444,0.423,0.321,0.692,104,121,225,200-250
Stem cell research,1,0.302,0.252,0.453,0.185,0.2,0.246,0.163,0.095,0.245,111,118,229,200-250
Stem cell research,1,0.286,0.169,0.698,0.118,0.185,0.078,0.226,0.172,0.548,117,117,234,200-250
Stem cell research,1,0.375,0.267,0.675,0.174,0.203,0.174,0.5,0.381,0.857,98,196,294,250-300
Stem cell research,0,0.167,0.144,0.267,0.156,0.233,0.281,0.179,0.107,0.25,103,136,239,200-250
Stem cell research,1,0.371,0.276,0.657,0.109,0.172,0.145,0.324,0.245,0.559,126,133,259,250-300
Stem cell research,0,0.209,0.155,0.419,0.129,0.175,0.161,0.118,0.098,0.176,146,210,356,300-400
Stem cell research,1,0.451,0.275,0.89,0.267,0.213,0.533,0.435,0.29,0.87,133,184,317,300-400
Stem cell research,1,0.219,0.174,0.301,0.204,0.209,0.286,0.203,0.192,0.441,133,150,283,250-300
Stem cell research,1,0.421,0.304,0.772,0.159,0.178,0.19,0.453,0.327,0.83,111,98,209,200-250
Stem cell research,1,0.254,0.243,0.413,0.344,0.33,0.469,0.258,0.237,0.419,111,117,228,200-250
Stem cell research,1,0.261,0.203,0.522,0.087,0.207,0.13,0.262,0.186,0.525,118,144,262,250-300
Stem cell research,0,0.182,0.19,0.312,0.095,0.142,0.095,0.203,0.181,0.237,120,182,302,300-400
Stem cell research,0,0.167,0.144,0.233,0.281,0.256,0.469,0.182,0.109,0.255,118,131,249,200-250
Stem cell research,1,0.258,0.14,0.532,0.145,0.207,0.145,0.227,0.167,0.386,105,162,267,250-300
Stem cell research,1,0.226,0.204,0.226,0.175,0.134,0.211,0.189,0.164,0.264,111,117,228,200-250
Stem cell research,1,0.267,0.167,0.467,0.131,0.174,0.131,0.255,0.145,0.473,105,144,249,200-250
Stem cell research,1,0.189,0.164,0.264,0.118,0.147,0.118,0.163,0.136,0.245,111,97,208,200-250
Stem cell research,1,0.239,0.169,0.448,0.19,0.173,0.286,0.302,0.214,0.566,110,141,251,250-300
Stem cell research,1,0.34,0.239,0.679,0.154,0.168,0.154,0.483,0.345,0.862,110,129,239,200-250
Stem cell research,0,0.175,0.14,0.14,0.093,0.159,0.093,0.13,0.13,0.174,127,139,266,250-300
Stem cell research,1,0.275,0.196,0.51,0.229,0.257,0.4,0.267,0.207,0.444,111,87,198,100-200
Stem cell research,0,0.235,0.17,0.314,0.111,0.09,0.185,0.087,0.13,0.13,97,174,271,250-300
Stem cell research,1,0.273,0.212,0.455,0.16,0.168,0.107,0.238,0.222,0.429,105,97,202,200-250
Stem cell research,1,0.188,0.219,0.312,0.19,0.179,0.254,0.303,0.212,0.455,126,129,255,250-300
Stem cell research,1,0.233,0.167,0.4,0.174,0.214,0.29,0.267,0.178,0.533,97,133,230,200-250
Stem cell research,1,0.508,0.381,0.889,0.244,0.183,0.439,0.319,0.222,0.58,88,141,229,200-250
Stem cell research,0,0.185,0.185,0.37,0.105,0.095,0.105,0.121,0.121,0.121,105,128,233,200-250
Stem cell research,1,0.275,0.188,0.652,0.254,0.236,0.366,0.263,0.193,0.579,129,138,267,250-300
Stem cell research,0,0.161,0.14,0.226,0.205,0.252,0.205,0.174,0.13,0.174,89,157,246,200-250
Stem cell research,1,0.236,0.176,0.486,0.415,0.334,0.707,0.324,0.225,0.676,126,138,264,250-300
Stem cell research,1,0.284,0.174,0.373,0.083,0.114,0.083,0.27,0.18,0.429,117,146,263,250-300
Stem cell research,0,0.164,0.169,0.279,0.172,0.145,0.31,0.12,0.12,0.16,129,150,279,250-300
Stem cell research,1,0.48,0.311,0.907,0.185,0.177,0.308,0.492,0.328,0.985,133,134,267,250-300
Stem cell research,1,0.219,0.177,0.391,0.36,0.349,0.52,0.122,0.122,0.204,88,150,238,200-250
Stem cell research,0,0.151,0.164,0.264,0.108,0.19,0.162,0.145,0.121,0.218,97,131,228,200-250
Stem cell research,0,0.267,0.167,0.533,0.171,0.2,0.114,0.25,0.167,0.536,97,144,241,200-250
Stem cell research,1,0.603,0.413,1.175,0.175,0.176,0.246,0.576,0.373,1.186,98,134,232,200-250
Stem cell research,0,0.254,0.222,0.508,0.1,0.125,0.1,0.238,0.206,0.333,111,128,239,200-250
Stem cell research,1,0.191,0.139,0.348,0.145,0.152,0.218,0.25,0.172,0.483,146,184,330,300-400
Stem cell research,1,0.128,0.12,0.308,0.136,0.168,0.136,0.361,0.262,0.525,136,188,324,300-400
Stem cell research,1,0.343,0.219,0.829,0.15,0.191,0.15,0.381,0.254,0.794,98,188,286,250-300
Stem cell research,0,0.207,0.184,0.276,0.062,0.124,0.123,0.328,0.306,0.393,106,98,204,200-250
Stem cell research,1,0.165,0.141,0.353,0.196,0.173,0.118,0.325,0.258,0.525,129,184,313,300-400
Stem cell research,0,0.261,0.203,0.478,0.111,0.169,0.111,0.24,0.187,0.4,105,110,215,200-250
Stem cell research,0,0.257,0.185,0.365,0.192,0.225,0.308,0.3,0.243,0.586,133,146,279,250-300
Stem cell research,1,0.215,0.205,0.369,0.157,0.178,0.196,0.291,0.206,0.436,146,174,320,300-400
Stem cell research,1,0.209,0.159,0.328,0.189,0.217,0.264,0.328,0.219,0.492,88,133,221,200-250
Stem cell research,1,0.262,0.167,0.5,0.122,0.195,0.082,0.137,0.11,0.274,188,162,350,300-400
Stem cell research,0,0.105,0.105,0.105,0.185,0.186,0.259,0.167,0.167,0.167,60,93,153,100-200
Stem cell research,0,0.218,0.17,0.364,0.138,0.19,0.207,0.2,0.167,0.3,98,129,227,200-250
Stem cell research,0,0.346,0.231,0.5,0.237,0.232,0.447,0.304,0.232,0.435,103,129,232,200-250
Stem cell research,0,0.205,0.222,0.436,0.32,0.313,0.56,0.246,0.185,0.492,138,131,269,250-300
Stem cell research,0,0.229,0.133,0.343,0.17,0.159,0.128,0.245,0.15,0.408,144,128,272,250-300
Stem cell research,1,0.239,0.229,0.388,0.222,0.167,0.4,0.145,0.158,0.255,174,131,305,300-400
Stem cell research,1,0.565,0.377,1.174,0.147,0.177,0.206,0.294,0.196,0.5,88,138,226,200-250
Stem cell research,0,0.167,0.167,0.361,0.129,0.155,0.129,0.19,0.159,0.286,141,174,315,300-400
Stem cell research,0,0.162,0.126,0.324,0.143,0.178,0.143,0.113,0.088,0.189,66,140,206,200-250
Stem cell research,1,0.207,0.13,0.322,0.125,0.147,0.167,0.25,0.156,0.5,146,204,350,300-400
Stem cell research,1,0.262,0.175,0.548,0.219,0.251,0.344,0.346,0.244,0.654,111,184,295,250-300
Stem cell research,1,0.316,0.219,0.579,0.154,0.156,0.185,0.344,0.229,0.594,126,188,314,300-400
Stem cell research,1,0.353,0.259,0.635,0.136,0.159,0.227,0.102,0.136,0.102,136,204,340,300-400
Tissue engineering,0,0.123,0.103,0.215,0.1,0.11,0.1,0.246,0.211,0.281,91,189,280,250-300
Tissue engineering,0,0.136,0.102,0.136,0.17,0.187,0.17,0.19,0.143,0.095,156,176,332,300-400
Tissue engineering,0,0.222,0.159,0.349,1.0,0.689,1.933,0.298,0.213,0.553,141,169,310,300-400
Tissue engineering,0,0.25,0.25,0.5,0.13,0.108,0.087,0.286,0.222,0.476,91,125,216,200-250
Tissue engineering,1,0.158,0.14,0.289,0.098,0.186,0.049,0.167,0.139,0.292,176,222,398,300-400
Tissue engineering,0,0.187,0.196,0.32,0.111,0.182,0.111,0.227,0.167,0.409,162,161,323,300-400
Tissue engineering,0,0.083,0.042,0.083,0.143,0.147,0.143,0.111,0.111,0.056,83,122,205,200-250
Tissue engineering,0,0.269,0.209,0.478,0.305,0.283,0.441,0.207,0.138,0.414,157,165,322,300-400
Tissue engineering,0,0.23,0.208,0.459,0.255,0.223,0.4,0.222,0.204,0.5,141,126,267,250-300
Tissue engineering,1,0.261,0.213,0.435,0.103,0.084,0.205,0.269,0.218,0.423,145,162,307,300-400
Tissue engineering,1,0.289,0.213,0.557,0.068,0.093,0.034,0.246,0.222,0.386,189,222,411,400-500
Tissue engineering,0,0.24,0.187,0.44,0.125,0.096,0.167,0.316,0.211,0.632,91,145,236,200-250
Tissue engineering,0,0.208,0.156,0.312,0.357,0.3,0.536,0.1,0.2,0.2,141,222,363,300-400
Tissue engineering,0,0.269,0.169,0.448,0.182,0.208,0.145,0.136,0.136,0.136,136,173,309,300-400
Tissue engineering,0,0.192,0.137,0.301,0.146,0.17,0.146,0.105,0.105,0.105,135,222,357,300-400
Tissue engineering,0,0.233,0.178,0.267,0.167,0.12,0.25,0.276,0.287,0.414,106,126,232,200-250
Tissue engineering,0,0.226,0.214,0.415,0.154,0.174,0.154,0.167,0.093,0.389,135,136,271,250-300
Tissue engineering,0,0.147,0.088,0.088,0.208,0.211,0.292,0.107,0.107,0.071,126,128,254,250-300
Tissue engineering,0,0.145,0.158,0.327,0.085,0.145,0.128,0.188,0.188,0.313,145,134,279,250-300
Tissue engineering,0,0.138,0.115,0.241,0.095,0.105,0.095,0.115,0.115,0.231,91,149,240,200-250
Tissue engineering,0,0.179,0.171,0.308,0.107,0.186,0.107,0.159,0.106,0.286,173,165,338,300-400
Tissue engineering,1,0.289,0.265,0.482,0.31,0.312,0.379,0.246,0.187,0.316,173,173,346,300-400
Tissue engineering,0,0.139,0.111,0.111,0.189,0.201,0.264,0.102,0.136,0.169,176,173,349,300-400
Tissue engineering,0,0.271,0.226,0.407,0.145,0.158,0.145,0.167,0.185,0.389,135,169,304,300-400
Tissue engineering,0,0.222,0.169,0.476,0.176,0.176,0.176,0.426,0.355,0.809,165,136,301,300-400
Tissue engineering,0,0.179,0.155,0.25,0.533,0.393,1.0,0.16,0.16,0.16,148,134,282,250-300
Tissue engineering,0,0.231,0.179,0.385,0.138,0.165,0.103,0.222,0.163,0.444,108,91,199,100-200
Tissue engineering,0,0.167,0.167,0.267,0.172,0.245,0.138,0.162,0.126,0.27,148,153,301,300-400
Tissue engineering,0,0.234,0.234,0.39,0.105,0.113,0.175,0.164,0.109,0.197,165,149,314,300-400
Tissue engineering,0,0.222,0.139,0.333,0.074,0.103,0.074,0.174,0.174,0.13,125,222,347,300-400
Tissue engineering,0,0.195,0.211,0.268,0.216,0.216,0.243,0.226,0.204,0.387,189,157,346,300-400
Tissue engineering,0,0.235,0.18,0.376,0.607,0.454,1.107,0.237,0.202,0.368,149,150,299,250-300
Tissue engineering,0,0.148,0.123,0.222,0.214,0.206,0.286,0.238,0.19,0.333,176,134,310,300-400
Tissue engineering,1,0.216,0.198,0.378,0.103,0.084,0.205,0.2,0.16,0.36,173,162,335,300-400
Tissue engineering,0,0.2,0.144,0.333,0.84,0.6,1.56,0.229,0.19,0.229,135,165,300,250-300
Tissue engineering,0,0.277,0.185,0.492,0.214,0.252,0.286,0.316,0.246,0.596,126,157,283,250-300
Tissue engineering,1,0.176,0.161,0.286,0.261,0.256,0.348,0.187,0.187,0.156,150,222,372,300-400
Tissue engineering,0,0.261,0.203,0.522,0.154,0.164,0.231,0.381,0.254,0.762,153,168,321,300-400
Tissue engineering,0,0.324,0.324,0.529,0.211,0.257,0.263,0.278,0.211,0.481,102,144,246,200-250
Tissue engineering,0,0.198,0.198,0.247,0.1,0.123,0.1,0.2,0.213,0.32,147,222,369,300-400
Tissue engineering,0,0.156,0.147,0.26,0.286,0.231,0.476,0.182,0.136,0.136,145,222,367,300-400
Tissue engineering,1,0.19,0.175,0.238,0.037,0.057,0.037,0.226,0.226,0.34,189,162,351,300-400
Tissue engineering,0,0.188,0.177,0.312,0.174,0.154,0.261,0.214,0.167,0.357,153,165,318,300-400
Tissue engineering,0,0.25,0.167,0.625,0.4,0.344,0.55,0.15,0.167,0.4,136,163,299,250-300
Tissue engineering,1,0.317,0.236,0.61,0.261,0.256,0.348,0.25,0.202,0.393,169,222,391,300-400
Tissue engineering,0,0.148,0.123,0.185,0.093,0.085,0.233,0.182,0.152,0.273,63,139,202,200-250
Tissue engineering,0,0.276,0.264,0.448,0.207,0.182,0.276,0.28,0.227,0.44,125,169,294,250-300
Tissue engineering,0,0.188,0.125,0.281,0.178,0.186,0.178,0.167,0.167,0.208,176,163,339,300-400
Tissue engineering,0,0.291,0.182,0.145,0.073,0.194,0.109,0.15,0.2,0.2,125,156,281,250-300
Tissue engineering,0,0.197,0.15,0.254,0.17,0.187,0.17,0.111,0.167,0.111,156,161,317,300-400
Tissue engineering,0,0.121,0.121,0.121,0.182,0.208,0.182,0.186,0.186,0.186,71,170,241,200-250
Tissue engineering,0,0.215,0.164,0.277,0.15,0.163,0.15,0.195,0.114,0.293,148,162,310,300-400
Tissue engineering,0,0.188,0.167,0.344,0.121,0.143,0.121,0.367,0.322,0.567,137,144,281,250-300
Tissue engineering,1,0.235,0.176,0.324,0.118,0.16,0.118,0.296,0.284,0.556,169,192,361,300-400
Tissue engineering,0,0.179,0.188,0.308,0.194,0.215,0.258,0.196,0.17,0.275,143,233,376,300-400
Tissue engineering,1,0.243,0.18,0.514,0.062,0.076,0.188,0.292,0.181,0.5,168,162,330,300-400
Tissue engineering,0,0.241,0.172,0.448,0.13,0.151,0.13,0.229,0.152,0.457,145,141,286,250-300
Tissue engineering,0,0.209,0.169,0.448,0.246,0.251,0.277,0.208,0.167,0.458,126,169,295,250-300
Tissue engineering,0,0.2,0.183,0.25,0.087,0.109,0.087,0.179,0.143,0.143,144,170,314,300-400
Tissue engineering,0,0.215,0.174,0.338,0.133,0.14,0.233,0.233,0.217,0.419,126,126,252,250-300
Tissue engineering,0,0.164,0.219,0.219,0.133,0.145,0.133,0.265,0.216,0.324,147,144,291,250-300
Tissue engineering,1,0.194,0.157,0.417,0.259,0.22,0.407,0.295,0.23,0.492,168,157,325,300-400
Tissue engineering,0,0.216,0.18,0.378,0.08,0.143,0.08,0.196,0.131,0.275,192,153,345,300-400
Tissue engineering,0,0.192,0.21,0.329,0.203,0.202,0.271,0.122,0.082,0.204,150,148,298,250-300
Tissue engineering,0,0.306,0.194,0.472,0.636,0.455,1.182,0.375,0.219,0.594,149,153,302,300-400
Tissue engineering,1,0.167,0.12,0.222,0.146,0.133,0.244,0.136,0.091,0.136,176,192,368,300-400
Tissue engineering,0,0.167,0.133,0.3,0.077,0.105,0.077,0.16,0.12,0.12,91,192,283,250-300
Tissue engineering,0,0.159,0.095,0.19,0.089,0.115,0.089,0.091,0.045,0.091,136,136,272,250-300
Tissue engineering,0,0.259,0.173,0.407,0.145,0.159,0.145,0.154,0.154,0.308,135,141,276,250-300
Tissue engineering,0,0.265,0.206,0.471,0.115,0.178,0.077,0.2,0.147,0.36,106,161,267,250-300
Tissue engineering,1,0.203,0.169,0.43,0.24,0.214,0.36,0.187,0.187,0.375,150,163,313,300-400
Tissue engineering,1,0.265,0.196,0.588,0.118,0.153,0.118,0.292,0.236,0.625,145,192,337,300-400
Tissue engineering,0,0.323,0.269,0.613,0.215,0.251,0.277,0.36,0.253,0.68,126,141,267,250-300
Tissue engineering,0,0.302,0.189,0.528,0.037,0.061,0.037,0.421,0.316,0.737,125,145,270,250-300
Tissue engineering,1,0.175,0.211,0.281,0.077,0.1,0.154,0.182,0.182,0.182,125,147,272,250-300
Tissue engineering,0,0.213,0.276,0.373,0.291,0.265,0.4,0.31,0.3,0.423,140,173,313,300-400
Tissue engineering,0,0.194,0.183,0.387,0.167,0.232,0.083,0.364,0.267,0.691,126,153,279,250-300
Tissue engineering,1,0.23,0.186,0.328,0.353,0.306,0.588,0.317,0.233,0.571,123,157,280,250-300
Tissue engineering,0,0.164,0.137,0.274,0.162,0.175,0.108,0.15,0.1,0.15,145,192,337,300-400
Tissue engineering,0,0.149,0.124,0.164,0.162,0.162,0.216,0.073,0.109,0.073,151,166,317,300-400
Tissue engineering,1,0.23,0.153,0.426,0.095,0.118,0.095,0.182,0.152,0.273,134,162,296,250-300
Tissue engineering,1,0.371,0.248,0.686,0.195,0.222,0.195,0.36,0.267,0.8,192,163,355,300-400
Tissue engineering,0,0.327,0.255,0.545,0.113,0.168,0.151,0.211,0.158,0.421,135,153,288,250-300
Tissue engineering,0,0.179,0.155,0.429,0.114,0.125,0.114,0.267,0.222,0.533,91,161,252,250-300
Tissue engineering,1,0.203,0.177,0.38,0.133,0.133,0.133,0.154,0.154,0.192,192,162,354,300-400
Tissue engineering,0,0.281,0.229,0.406,0.097,0.179,0.097,0.264,0.214,0.415,126,156,282,250-300
Tissue engineering,0,0.302,0.239,0.34,0.125,0.112,0.083,0.317,0.243,0.476,106,135,241,200-250
Tissue engineering,1,0.316,0.193,0.553,0.178,0.194,0.133,0.19,0.19,0.476,163,161,324,300-400
Tissue engineering,0,0.197,0.175,0.361,0.296,0.25,0.444,0.308,0.267,0.431,106,157,263,250-300
Tissue engineering,0,0.2,0.181,0.257,0.087,0.085,0.087,0.174,0.174,0.13,145,138,283,250-300
Tissue engineering,0,0.274,0.21,0.493,0.238,0.253,0.333,0.353,0.248,0.667,168,155,323,300-400
Tissue engineering,0,0.243,0.162,0.297,0.047,0.076,0.047,0.261,0.242,0.348,149,144,293,250-300
Tissue engineering,0,0.169,0.122,0.225,0.145,0.131,0.109,0.167,0.178,0.267,176,150,326,300-400
Tissue engineering,1,0.238,0.206,0.405,0.118,0.15,0.078,0.255,0.267,0.327,165,189,354,300-400
Tissue engineering,1,0.243,0.18,0.432,0.05,0.122,0.05,0.25,0.264,0.292,165,173,338,300-400
Tissue engineering,0,0.133,0.133,0.133,0.161,0.209,0.226,0.171,0.114,0.171,118,144,262,250-300
Tissue engineering,0,0.206,0.176,0.382,0.138,0.145,0.241,0.235,0.209,0.471,145,165,310,300-400
Tissue engineering,0,0.282,0.235,0.507,0.76,0.493,1.56,0.226,0.183,0.419,136,150,286,250-300
Tissue engineering,0,0.176,0.186,0.235,0.277,0.286,0.4,0.219,0.198,0.25,72,150,222,200-250
Tissue engineering,0,0.203,0.181,0.271,0.178,0.151,0.133,0.207,0.161,0.345,145,148,293,250-300
Tissue engineering,0,0.262,0.164,0.459,0.098,0.166,0.195,0.273,0.182,0.545,145,126,271,250-300
Tissue engineering,0,0.226,0.161,0.29,0.174,0.154,0.217,0.203,0.158,0.271,123,165,288,250-300
Tissue engineering,0,0.237,0.167,0.395,0.163,0.25,0.327,0.16,0.16,0.16,136,222,358,300-400
Tissue engineering,0,0.247,0.237,0.329,0.138,0.181,0.241,0.125,0.167,0.167,173,165,338,300-400
Tissue engineering,1,0.263,0.219,0.447,0.328,0.294,0.557,0.239,0.179,0.507,150,157,307,300-400
Tissue engineering,0,0.105,0.105,0.053,0.154,0.128,0.308,0.065,0.065,0.065,45,96,141,100-200
Tissue engineering,0,0.235,0.183,0.471,0.14,0.182,0.233,0.324,0.252,0.649,91,165,256,250-300
Tissue engineering,0,0.179,0.155,0.25,0.226,0.244,0.355,0.103,0.103,0.103,72,140,212,200-250
Tissue engineering,0,0.271,0.181,0.508,0.133,0.158,0.133,0.227,0.167,0.409,145,153,298,250-300
Tissue engineering,1,0.294,0.216,0.559,1.0,0.689,1.933,0.296,0.222,0.519,145,169,314,300-400
Tissue engineering,0,0.184,0.132,0.158,0.154,0.178,0.051,0.314,0.327,0.392,139,170,309,300-400
Tissue engineering,0,0.147,0.108,0.265,0.159,0.217,0.222,0.138,0.092,0.276,149,134,283,250-300
Tissue engineering,0,0.175,0.117,0.325,0.235,0.245,0.353,0.115,0.154,0.154,126,222,348,300-400
Tissue engineering,0,0.159,0.148,0.286,0.13,0.182,0.13,0.167,0.111,0.333,145,169,314,300-400
Tissue engineering,0,0.228,0.194,0.405,0.066,0.146,0.131,0.233,0.222,0.4,189,153,342,300-400
Tissue engineering,0,0.161,0.14,0.226,0.16,0.208,0.08,0.214,0.167,0.464,138,125,263,250-300
Tissue engineering,0,0.25,0.241,0.389,0.264,0.233,0.528,0.164,0.197,0.164,136,173,309,300-400
Tissue engineering,0,0.194,0.151,0.323,0.157,0.143,0.118,0.196,0.144,0.353,126,145,271,250-300
Tissue engineering,1,0.246,0.199,0.386,0.109,0.208,0.182,0.244,0.179,0.439,136,141,277,250-300
Tissue engineering,0,0.275,0.196,0.392,0.0,0.084,0.069,0.379,0.299,0.586,91,162,253,250-300
Tissue engineering,0,0.293,0.26,0.488,0.093,0.168,0.233,0.2,0.1,0.5,91,135,226,200-250
