,sentence_1,sentence_2
3082,further treatments using stem cells could be developed. yet further therapies could benefit from their ability to repair extensive tissue damage,a new technique could allow researchers to grow customized cells and tissue. the cells could be used to repair damaged or
3083,harnessing this ability could one day enable researchers to grow customized cells.,future treatments may include transplanting insulin-producing pancreatic beta cells. more research is needed to eliminate the need
3084,embryonic stem-cell therapy could help millions of people with debilitating diseases and disabilities.,stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3085,"study could help reduce diseases, including cardiovascular, immune, and neurological.",Harnessing this ability could enable researchers to one day cure disease.
3086,"area of potential use for stem cells include Parkinson's disease. rheumatoid arthritis,",stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3087,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, they could also help develop treatments for",aaron carroll: we support the rightful use of science and technology to develop effective treatments.
3088,further treatments using stem cells could be developed thanks to their ability to repair extensive tissue damage.,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save lives."
3089,these areas have brought about some exciting potential for helping cure diseases.,cloned embryo produces stem cells that could regenerate damaged tissue. the embryo could be used to repair
3090,"sally kohn: it would leave intact incentives to work, earn, save, and invest.",hydrogen is a flammable gas and must be handled with care.
3091,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, they could also help develop treatments for","in the future, these cells could potentially be transplanted into patients."
3092,defective embryos could help researchers understand genetically linked diseases. defective eggs could also help develop treatments for them in the,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3093,stem cells can be used to regenerate damaged and diseased tissue. researchers hope to use stem cell technology to repair,stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3094,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, they could also help develop treatments for",stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3095,further treatments using stem cells could be developed. yet more treatments could potentially be created thanks to their ability to repair tissue,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, these defective eggs could be used to"
3096,research can find new cures for old diseases like Alzheimer's and Parkinson' s disease.,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3097,the new sharing economy includes various attempts to avoid taxes. the u.s. has a tax rate of,in vivo systems can supply blood to implanted tissue by the host.
3098,these areas have brought about some exciting potential for helping cure diseases.,"aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord"
3099,stem cell research holds great promise for millions of people suffering from devastating diseases and conditions. Embryonic stem cells,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. dr."
3100,scientists say cloning offers a unique way to produce cells. they say it may someday be used,"material is being thrown away anyway in landfills, when it could be saving lives. aaron car"
3101,stem cells show potential for developing treatments for human diseases and injuries. embryonic and non-embryonic stem,stem cell research has the potential to be used in lifesaving medical therapies. researchers around the globe are itching to
3102,human stem cell research field would be advantageous for finding cures for many diseases.,"stem cells can be used to treat debilitating and deadly disease areas, including cancer and AIDS."
3103,thousands of patients have had their health improved and their lives saved with adult stem cells.,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases."
3104,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, they could also help develop treatments for","area of potential use for stem cells include Parkinson's disease. rheumatoid arthritis,"
3105,there are numerous biomedical advances that can potentially lead to treatments for diabetes. dr. martin,"aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord"
3106,aaron carroll: only through aggressive research on all fronts will the safest and most effective therapies,aaron carroll: they were created from embryos that have already been destroyed. he says they
3107,"stem cells have potential to treat conditions such as Alzheimer's disease, Parkinson' s, stroke, spinal cord injury","more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3108,alopecias are tumors that develop when their growth cannot be controlled.,most cosmetic companies that are animal testing free will say so.
3109,thousands of patients have had their health improved and their lives saved with adult stem cells.,further treatments using stem cells could be developed. yet more treatments could benefit from their ability to repair extensive tissue damage
3110,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases.","stem-cell-based therapies are being sought to treat or cure illnesses such as Parkinson's disease, Alzheimer'"
3111,stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used,stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3112,cloned embryo produces stem cells that could regenerate damaged tissue. the embryo could not be rejected by,further treatments using stem cells could be developed. yet more treatments could benefit from their ability to repair extensive tissue damage
3113,embryonic stem-cell therapy could help millions of people with debilitating diseases and disabilities.,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases."
3114,embryonic stem-cell therapy could benefit millions of people with debilitating diseases and disabilities.,"stem cell research will eventually find a cure for diseases such as cancer, Parkinson's disease, and muscular dyst"
3115,tampering with the object is not easily detected.,Lora WAN transmits small packages of data over long distance. low energy and money cost means it can be
3116,"cloned embryo produces stem cells that could regenerate damaged tissue. without the risk of rejection, the","aaron carroll: if stem cells are going to be destroyed, it is best to use them"
3117,"in the future, these cells could potentially be transplanted into patients.","stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases."
3118,aaron carroll: we support the rightful use of science and technology to develop effective treatments.,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save and improve lives"
3119,stem cells have been shown to be effective in treating cancer and AIDS.,aaron carroll: every day that passes by is one lost opportunity for creating therapies. he says
3120,a new technique could allow researchers to grow customized cells and tissue. the cells could be used to repair damaged or,aaron carroll: every day that passes by is one lost opportunity for creating therapies. he says
3121,"aaron carroll: the possibilities of this research are giving hope to those with Parkinson's disease, diabetes",future treatments may include transplanting insulin-producing pancreatic beta cells. more research is needed to eliminate the need
3122,"study could help reduce diseases, including cardiovascular, immune, and neurological.",stem cells can be used to regenerate damaged and diseased tissue. researchers hope that they can use them to repair
3123,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save and improve lives","more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3124,human stem cell research field would be advantageous for finding cures for many diseases.,stem cell research holds great promise for millions of people suffering from devastating diseases and conditions. Embryonic stem cells
3125,stem cells show potential for developing treatments for human diseases. embryonic and non-embryonic stem cell lines,"the possibilities of this research are giving hope to those with Parkinson's disease, diabetes."
3126,a genetic basis may help in recovery from various diseases.,electric cars can't compete against mature ICE cars where total cost of ownership is the main consideration.
3127,cdc: with research comes advances and possibly cures too many diseases.,aaron carroll: only through aggressive research on all fronts will the safest and most effective therapies
3128,stem cells show potential for developing treatments for human diseases and injuries. embryonic and non-embryonic stem,stem cells can regenerate damaged tissue that otherwise could not regenerating on its own.
3129,"study could help reduce diseases, including cardiovascular, immune, and neurological.",stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used
3130,advances in steam cell research have been made in other areas.,"hydrogen storage, delivery and production system will be crucial to commercializing the fuel cell."
3131,thousands of patients have had their health improved and their lives saved with adult stem cells.,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3132,stem cells can be used to regenerate damaged and diseased tissue. researchers hope to use stem cell technology to repair,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save lives."
3133,stem cells show potential for developing treatments for human diseases and injuries. embryonic and non-embryonic stem,"stem cells can be used to treat debilitating and deadly disease areas, including cancer and AIDS."
3134,with research comes advances and possibly cures too many deadly diseases.,future treatments may include transplanting insulin-producing pancreatic beta cells.
3135,"defective embryos could help researchers understand genetically linked diseases. in the laboratory, they could also help develop treatments for","aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord"
3136,stem cells show potential for developing treatments for human diseases and injuries. embryonic and non-embryonic stem,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3137,area of potential use for stem cells include Parkinson's disease. areas of use include rheumato,"stem cells have potential to treat conditions such as Alzheimer's disease, Parkinson' s, stroke, spinal cord injury"
3138,"john avlon: research gives hope to those with Parkinson's disease, diabetes, spinal cord injuries","stem-cell-based therapies are being sought to treat or cure illnesses such as Parkinson's disease, Alzheimer'"
3139,argument can range from promises of cures for terrible diseases to the degradation of human lives.,stem cell research has the potential to be used in lifesaving medical therapies. researchers around the globe are itching to
3140,"study could help reduce diseases, including cardiovascular, immune, and neurological diseases.","aaron carroll: the possibilities of this research are giving hope to those with Parkinson's disease, diabetes"
3141,stem cells show potential for developing treatments for human diseases. embryonic and non-embryonic stem cell lines,stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used
3142,embryonic stem-cell therapy could help millions of people with debilitating diseases.,stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used
3143,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases.","if stem cells are going to be destroyed anyways, it is best to use them to possibly save and improve lives"
3144,"study could help reduce diseases, including cardiovascular, immune, and neurological.",human stem cell research field would be advantageous for finding cures for many diseases.
3145,embryonic stem-cell therapy could help millions of people with debilitating diseases and disabilities.,"stem-cell-based therapies are being sought to treat or cure illnesses such as Parkinson's disease, Alzheimer'"
3146,aaron carroll: article doesn't seem like altering organisms will cause major harm.,john avlon: worthy foe is not the government or public demanding fracking moratoriums
3147,"study could help reduce diseases, including cardiovascular, immune, and neurological diseases.",there are numerous biomedical advances that can potentially lead to treatments for diabetes. cdc: a
3148,stem cells show potential for developing treatments for human diseases. embryonic and non-embryonic stem cell lines,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases."
3149,research can find new cures for old diseases like Alzheimer's and Parkinson' s disease.,"stem cells have potential to treat conditions such as Alzheimer's disease, Parkinson' s, stroke, spinal cord injury"
3150,scientists say cloning offers a unique way to produce cells. they say it may someday be used,aaron carroll: every day that passes by is one lost opportunity for creating therapies. he says
3151,stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used,stem cells can be used to treat debilitating and deadly disease areas. potential therapeutic applications include cancer and
3152,only through aggressive research on all fronts will the safest and most effective therapies become available.,"more than 100 million Americans suffer from cancer, diabetes, heart disease, Alzheimer's disease. steven"
3153,stem cells have been shown to be effective in treating cancer and AIDS.,"area of potential use for stem cells include Parkinson's disease. rheumatoid arthritis,"
3154,stem cells can be used to treat debilitating and deadly disease areas. potential therapeutic applications include cancer and,we support the rightful use of science and technology to develop effective treatments.
3155,"study could help reduce diseases, including cardiovascular, immune, and neurological.",research can find new cures for old diseases like Alzheimer's and Parkinson.
3156,"study could help reduce diseases, including cardiovascular, immune, and neurological.",stem cells show potential for developing treatments for human diseases. embryonic and non-embryonic stem cell lines
3157,embryonic stem-cell therapy could help millions of people with debilitating diseases and disabilities.,stem cell research has the potential to be used in lifesaving medical therapies. researchers around the globe are itching to
3158,security Any organisation looking to store files and data in the cloud will need to know how secure that information is.,Logic Nets and ICT's ongoing collaboration has led to the delivery of large-scale expert decision support applications
3159,there are numerous biomedical advances that can potentially lead to treatments for diabetes. nicolaus mills,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save and improve lives"
3160,human stem cell research field would be advantageous for finding cures for many diseases.,stem cells provide greater probability of potential cuures for spinal cord injuries.
3161,"study could help reduce diseases, including cardiovascular, immune, and neurological diseases.","stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases."
3162,human stem cell research field would be advantageous for finding cures for many diseases.,stem cell research has endless potential that has researchers around the globe itching to use in lifesaving medical therapies.
3163,"study could help reduce diseases, including cardiovascular, immune, and neurological.",thousands of patients have had their health improved and their lives saved with adult stem cells.
3164,cloned embryo produces stem cells that could regenerate damaged tissue. embryo produced without risk of rejection,researchers could grow cells and tissue capable of repairing damaged organs.
3165,cloned embryo produces stem cells that could regenerate damaged tissue. the embryo could not be rejected by,a group of cells could be transplanted into patients to replace damaged tissues. these cells may be used to
3166,unauthorized users can extract more accurate information without being affected.,masked virtual images show portions of virtual entities that would be visible if these entities existed in the real world
3167,"study could help reduce diseases, including cardiovascular, immune, and neurological.",these areas have brought about some exciting potential for helping cure diseases.
3168,thousands of patients have had their health improved and their lives saved with adult stem cells.,aaron carroll: they were created from embryos that have already been destroyed. he says they
3169,human stem cell research field would be advantageous for finding cures for many diseases.,thousands of patients have had their health improved and their lives saved with adult stem cells.
3170,stem cell research holds great promise for millions of people suffering from devastating diseases and conditions. Embryonic stem cells,further treatments using stem cells could be developed. yet more treatments could benefit from their ability to repair extensive tissue damage
3171,thousands of patients have had their health improved and their lives saved with adult stem cells.,"stem cells can be used to treat cancer, AIDS and other diseases."
3172,Harnessing this ability could enable researchers to one day cure disease and save lives.,defective embryos could help researchers understand genetically linked diseases. defective eggs could also help develop treatments for genetic disorders
3173,stimulating the human stem cell research field would be advantageous for finding cures.,"material is being thrown away anyway in landfills, when it could be saving lives. christopher"
3174,"in the future, these cells could potentially be transplanted into patients.",harnessing this ability could one day enable researchers to grow customized cells.
3175,Stem Cell Research could be preventing this from happening.,the Big Data market experienced healthy growth in 2013 thanks to maturing technology. barriers to adoption in the enterprise remain
3176,stem cell research holds great promise for millions of people suffering from devastating diseases. Embryonic stem cells are used,a new technique could allow researchers to grow customized cells and tissue. the cells could be used to repair damaged or
3177,"stem cells have greater plasticity, potentially allowing them to treat a wider range of diseases.",stem cells can be used to regenerate damaged and diseased tissue. researchers hope that they can use stem cell technology
3178,bob greene: arguments range from promises of cures to degradation of human lives. he says they can,we support the rightful use of science and technology to develop effective treatments.
3179,"stem cells can be used to treat debilitating and deadly disease areas, including cancer and AIDS.","stem cell research will eventually find a cure for diseases such as cancer, Parkinson's disease, and muscular dyst"
3180,Harnessing this ability could enable researchers to one day cure disease.,cnn supports the rightful use of science and technology to develop effective treatments and cures.
3181,thousands of patients have had their health improved and their lives saved with adult stem cells.,aaron carroll: it will result in lost opportunities for new jobs and first access to promising new treatments
3182,thousands of patients have had their health improved and their lives saved with adult stem cells.,stem cell research has the potential to be used in lifesaving medical therapies. researchers around the globe are itching to
3183,research can find new cures for old diseases like Alzheimer's and Parkinson.,"stem cell research will eventually find a cure for diseases such as cancer, Parkinson's disease, and muscular dyst"
3184,"study could help reduce diseases, including cardiovascular, immune, and neurological.","material is being thrown away anyway in landfills, when it could be saving lives. aaron car"
3185,stem cells can be used to regenerate damaged and diseased tissue. the stem cell technology could also be applied to,"area of potential use for stem cells include Parkinson's disease. rheumatoid arthritis,"
3186,aaron carroll: every day that passes by is one lost opportunity for creating therapies. he says,"aaron carroll: the possibilities of this research are giving hope to those with Parkinson's disease, diabetes"
3187,research can find new cures for old diseases like Alzheimer's and Parkinson.,"aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord"
3188,a total of 98 percent of the water used is unaffected. no byproduct remains after processing,bill doesn't do enough to protect the environment and public health. sally kohn: even
3189,further treatments using stem cells could be developed. yet more treatments could benefit from their ability to repair extensive tissue damage,area of potential use for stem cells include Parkinson's disease. areas of use include rheumato
3190,a human stem cell research field would be beneficial for finding cures for many diseases.,cloned embryo produces stem cells that could regenerate damaged tissue. embryo produced without risk of rejection
3191,"stem cells can be used to treat debilitating and deadly disease areas, including cancer and AIDS.",stem cells can be used to regenerate damaged and diseased tissue. researchers hope to use stem cell technology to help
3192,stem cells can be used to regenerate damaged and diseased tissue. the stem cell technology could also be applied to,they were created from embryos that have already been destroyed. they have the ability to regenerate themselves indefinitely
3193,Harnessing this ability could enable researchers to one day cure disease and save lives.,"stem cells can be used to treat debilitating and deadly disease areas, including cancer and AIDS."
3194,"aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord",stem cells provide greater probability of potential cuures for spinal cord injuries. there is empirical proof that research from adult stem
3195,"veganism is healthy, humane and environmentally friendly.",Virtual Reality applications in Neuro-psycho-physiology.
3196,research can find new cures for old diseases like Alzheimer's and Parkinson.,"in the future, these cells could potentially be transplanted into patients."
3197,scientists say cloning offers a unique way to produce cells that may someday be used to treat diseases,argument can range from promises of cures for terrible diseases to degradation of human lives.
3198,a new technique could allow researchers to grow customized cells and tissue. the cells could be used to repair damaged or,"if stem cells are going to be destroyed anyways, it is best to use them to possibly help save and improve"
3199,stem cell research has the potential to be used in lifesaving medical therapies. researchers around the globe are itching to,"material is being thrown away anyway in landfills, when it could be saving lives. aaron car"
3200,aaron carroll: they were created from embryos that have already been destroyed. he says they,"if stem cells are going to be destroyed anyways, it is best to use them to possibly save and improve lives"
3201,Harnessing this ability could enable researchers to one day cure disease and save lives.,a new technique could allow researchers to grow customized cells and tissue. the cells could be used to repair damaged or
3202,harnessing this ability could one day enable researchers to grow customized cells.,edward mccaffery: they were created from embryos that have already been destroyed.
3203,the Benefits of Biogas The use of biogas is practically limitless.,"proposed developments benefit from concerns about environmental risks of coal power. also benefitting from safety fears surrounding nuclear energy, says"
3204,stem cells can be used to regenerate damaged and diseased tissue. researchers hope to use stem cell technology to repair,aaron carroll: more research could lead to transplanting pancreatic beta cells. he says
3205,"study could help reduce diseases, including cardiovascular, immune, and neurological diseases.","area of potential use for stem cells include Parkinson's disease. rheumatoid arthritis,"
3206,stem cell research holds great promise for millions of people suffering from devastating diseases and conditions. Embryonic stem cells,"aaron carroll: this research is giving hope to those with Parkinson's disease, diabetes, spinal cord"
3207,aaron carroll: every day that passes by is one lost opportunity for creating therapies. he says,future treatments may include transplanting insulin-producing pancreatic beta cells. more research is needed to eliminate the need
3208,engineered tissue production will significantly improve screening efficiency. the scaled-up production of tissue will reduce the number of,progress in understanding epigenetic regulatory mechanisms could benefit cartilage regeneration and engineering on a larger scale.
3209,robotization and automation help transform promising technologies into economically feasible industries.,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.
3210,the impact of tissue engineering will be most significant with mineralized tissues.,tissue engineering/regenerative medicine is based on the ability to exploit living cells. the foundation of tissue engineers/
3211,engineered tissue production will significantly improve screening efficiency.,alumni: using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.
3212,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3213,Tissue engineering aims to create medical devices that will replace or enhance tissue function. the devices will be implante,tissue-engineered matrices could be used to make a person's own cells. technique would
3214,"in many cases, developers create cryptocurrencies to make a profit.",the U.S. has been able to export natural gas to its european allies.
3215,Tissue engineering is a highly exciting field of research. it aims to repair damaged tissues as well as create,"Tissue Engineering has the advantage over other options in its low cost, small recovery time, non-intrusiveness"
3216,the impact of tissue engineering will be most significant with mineralized tissues.,he also foresees tissue engineering projects to benet HIV research.
3217,regenerative biology and tissue engineering have the potential to produce breakthroughs in healing damaged body parts.,Tissue engineering aims to create medical devices that will replace or enhance tissue function. the devices will be implante
3218,progress in understanding epigenetic regulatory mechanisms could benefit cartilage regeneration and engineering on a larger scale.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3219,engineered tissue production will significantly improve screening efficiency.,regenerative biology and tissue engineering have the potential to produce breakthroughs in healing damaged body parts.
3220,mineralized tissues are already the focus of substantial research efforts.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3221,gloria borger: collaboration between nanotechnologists and tissue engineers will continue to grow.,a new class of biomimetic nanomaterials is being developed. they can enable regenerative medicine
3222,tissue-engineered products must be manufactured reliably.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3223,"this would lessen researchers' reliance on animals in testing new products. it would lead to improved therapies, says",he also foresees tissue engineering projects to benet HIV research. peptides to help the
3224,tissue-engineered products must be manufactured reliably.,aaron carroll: it is safe to predict that collaboration between nanotechnologists and tissue engineers will continue
3225,"smart, automated and energy efficient homes and buildings application market in North America, 2012-2020, $million 8.3 billion",the cloud management system 104 can then identify the collection of resources necessary.
3226,3D Bioplotter offers the solution for computer aided Tissue Engineering.,it is possible to optimize the amount of tension for any given tissue.
3227,engineered tissue production will significantly improve screening efficiency.,novel bioreactor could be a faster and less expensive alternative. by using ultrasound to monitor tissue during processing without
3228,"rapid, high-throughput research may accelerate drug discovery. it may reduce the need for animal testing and reduce costs","Tissue Engineering has the advantage over other options in its low cost, small recovery time. a permanent fix to"
3229,functional biomimetic nanomaterials can enable regenerative medicine (healing from inside),"rapid, high-throughput research may accelerate drug discovery. it may reduce the need for animal testing and reduce costs"
3230,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.,"rapid, high-throughput research may accelerate drug discovery. it may reduce the need for animal testing and reduce costs"
3231,tissue-engineered products must be manufactured reliably.,tissue engineering/regenerative medicine is based on the ability to exploit living cells in a variety of ways.
3232,edward mccaffery: the ability to precisely control the cell distribution within self-assembled tissue,aaron carroll: it is safe to predict that collaboration between nanotechnologists and tissue engineers will continue
3233,59 - 61THE IMPACT OF TISSUE ENGINEERING LIKELY WILL,it is possible to optimize the amount of tension for any given tissue.
3234,multimaterial printing doesn't need to remain beyond the budgets of home users forever.,people have been looking for ways to use the energy from moving water for a very long time.
3235,59 - 61THE IMPACT OF TISSUE ENGINEERING LIKELY WILL,tissue engineering can have a diagnostic application. the engineered tissue can also be used as biosensors in medical
3236,edward mccaffery: the ability to precisely control the cell distribution within self-assembled tissue,novel bioreactor could be a faster and less expensive alternative. by using ultrasound to monitor tissue during processing without
3237,using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3238,progress in understanding epigenetic regulatory mechanisms could benefit cartilage regeneration and engineering on a larger scale.,Tissue engineering is a highly exciting field of research. it aims to repair damaged tissues as well as create
3239,novel bioreactor could be a faster and less expensive alternative. by using ultrasound to monitor tissue during processing without,engineers have tried for years to produce vascularized human tissues robust enough to serve as replacements for damaged human tissue
3240,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.,"it is possible to optimize the amount of tension for any given tissue. for example, to enhance viability of cells"
3241,functional biomimetic nanomaterials can enable regenerative medicine (healing from inside),"Tissue engineering aims to create medical devices that will replace or enhance tissue function. once implanted, they"
3242,tissue-engineered products must be manufactured reliably.,edward mccaffery: the ability to precisely control the cell distribution within self-assembled tissue
3243,he also foresees tissue engineering projects to benet HIV research. peptides to help the,Tissue engineering is a highly exciting field of research. it aims to repair damaged tissues as well as create
3244,engineers have tried for years to produce vascularized human tissues robust enough to serve as replacements for damaged human tissue,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3245,tissue engineering can have a diagnostic application. the engineered tissue can be used as 'biosensors',Engineered cartilage tissues can be used to restore function after traumatic injuries.
3246,"bob greene: most likely, we will never fully understand, much less recreate, what it means to be human",earlier identification and diagnosis of siblings at highest risk remains a challenge. earlier diagnosis and identification of those at high risk
3247,the reported stability of vascular scaffolds created by electrospinning is still far from desirable levels.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3248,3D Bioplotter offers the solution for computer aided Tissue Engineering.,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3249,progress in understanding epigenetic regulatory mechanisms could benefit cartilage regeneration and engineering.,"Tissue engineering aims to create medical devices that will replace or enhance tissue function. once implanted, they"
3250,tissue engineering can also have a diagnostic application. the engineered tissue can be used as biosensors in diagnostic,"Tissue Engineering has the advantage over other options in its low cost, small recovery time, non-intrusiveness"
3251,collaboration between nanotechnologists and tissue engineers will continue to grow.,"the scaffolds we develop are then repopulated with cells, to create full tissue engineered organs and tissues"
3252,tissue engineering/regenerative medicine is based on the ability to exploit living cells. the foundation of tissue engineers/,"dextran-based hydrogels could thus enable derivation of vascular cells in large quantities, particularly end"
3253,cnn.com's ireport boot camp challenges readers.,germany is one of the leading countries in terms of high quality components and know-how required for electricity-generating bio
3254,using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.,tissue engineering/regenerative medicine is based on the ability to exploit living cells. the foundation of tissue engineers/
3255,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.,"the scaffolds we develop are then repopulated with cells, to create full tissue engineered organs and tissues"
3256,using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.,robotization and automation help transform promising technologies into economically feasible industries.
3257,robotization and automation help transform promising technologies into economically feasible industries.,'tissue-engineered' matrices could be used to make a person's own cells
3258,"""it also would create new job opportunities for the area,"" he says.",researchers hope that tissue engineered with spring-like fibers will help fight this epidemic.
3259,59 - 61THE IMPACT OF TISSUE ENGINEERING LIKELY WILL,"Tissue engineering aims to create medical devices that will replace or enhance tissue function. once implanted, they"
3260,MRI allows scientists to monitor tissues while mice are still alive. they can observe the tissues as they grow over time,a human valve would remodel and adapt to its new environment. the valve could support human body's growth from
3261,tissue engineering/regenerative medicine is based on the ability to exploit living cells. the foundation of tissue engineers/,Tissue engineering has emerged as a promising alternative for the reconstitution of lost or damaged organs and tissues.
3262,a thorough physical examination can sometimes provide clues to diagnosis.,"reform of job contracts, new economic incentives, liberalization and tax exemptions can make the job market more efficient."
3263,Engineered cartilage tissues can be used to restore function after traumatic injuries.,Tissue engineering aims to create medical devices that will replace or enhance tissue function. the devices will be implante
3264,3D Bioplotter offers the solution for computer aided Tissue Engineering.,the impact of tissue engineering will be most significant with mineralized tissues.
3265,"nanotechnology found in tissue engineering field one of its most attractive, promising.",tissue engineering/regenerative medicine is based on the ability to exploit living cells in a variety of ways.
3266,a human valve would remodel into 'a living valve' and adapt to its new environment. the valve could,dvir's lab hopes tissue engineered with spring-like fibers will help fight this epidemic. the
3267,"nanotechnology found in tissue engineering field one of its most attractive, promising.",he also foresees tissue engineering projects to benet HIV research.
3268,battery-powered cars could help reduce greenhouse gas emissions. but they are not entirely earth friendly compared to electric cars,the valve would remodel into a human living valve and adapt to its new environment. it would support human body'
3269,Engineered cartilage tissues can be used to restore function after traumatic injuries. may prevent diseases such as arthritis,Tissue engineering is a highly exciting field of research. it aims to repair damaged tissues as well as create
3270,"severe orthopaedic injuries necessitate operations and possible replacement of ligaments, hips.",tissue engineering can also have a diagnostic application. the engineered tissue can be used as biosensors in medical
3271,engineers have tried for years to produce vascularized human tissues robust enough to serve as replacements for damaged human tissue,59 - 61THE IMPACT OF TISSUE ENGINEERING LIKELY WILL
3272,novel bioreactor could be a faster and less expensive alternative. by using ultrasound to monitor tissue during processing without,tissue engineering can have a diagnostic application. the engineered tissue can also be used as biosensors in medical
3273,covalent integration of hydrogel biomaterials significantly improves the mechanical integrity of the tissue-biomaterial interface.,"severe orthopaedic injuries necessitate operations and possible replacement of ligaments, hips."
3274,engineered tissue production will significantly improve screening efficiency. the scaled-up tissue manufacturing will reduce the amount of tissue,"severe orthopaedic injuries necessitate operations and possible replacement of ligaments, hips."
3275,phase II clinical trial of engineered bladder tissue substitutes. successful clinical application of the product has led to an ongoing,drought conditions in the western united states are worsening.
3276,tissue-engineered products must be manufactured reliably.,mineralized tissues are already the focus of substantial research efforts.
3277,this would lessen researchers' reliance on animals in testing new products. this could lead to improved therapies if,'tissue-engineered' matrices could be used to make a person's own cells
3278,engineers have tried for years to produce vascularized human tissues robust enough to serve as replacements for damaged human tissue,"the scaffolds we develop are then repopulated with cells, to create full tissue engineered organs and tissues"
3279,regenerative biology and tissue engineering have the potential to produce breakthroughs in healing damaged body parts.,tissue engineering has emerged as a promising alternative for the reconstitution of lost or damaged organs and tissues
3280,"nanotechnology found in tissue engineering field one of its most attractive, promising and also socially sounded applications.",the impact of tissue engineering will be most significant with mineralized tissues.
3281,using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.,3D Bioplotter offers the solution for computer aided Tissue Engineering.
3282,using electrospinning nanofibers offers realistic opportunities to enhance tissue engineering.,the reported stability of vascular scaffolds created by electrospinning is still far from desirable levels.
3283,"Tissue engineering promises to help sidestep constraints on availability. huge medical benefits from tissue engineering, says dr","rapid, high-throughput research may accelerate drug discovery. it may reduce the need for animal testing, says"
